activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,1608716,[],CHEMBL884979,Transcriptional activation of estrogen receptor alpha in U2OS cell using estrogen-regulated luciferase reporter gene plasmid upon incubation for 20-30 mins at RT,B,,,BAO_0000188,BAO_0000219,cell-based format,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,,,CHEMBL1141087,J. Med. Chem.,2005.0,"{'bei': '39.36', 'le': '0.73', 'lle': '7.11', 'sei': '26.50'}",CHEMBL135,ESTRADIOL,CHEMBL135,10.72,False,http://www.openphacts.org/units/Nanomolar,402630,=,1,True,=,,EC50,nM,,0.019,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,,,EC50,nM,UO_0000065,,0.019
,1661250,[],CHEMBL868725,Effect on ERalpha in MCF7 cell line transfected with ER responsive luciferase reporter,F,,,BAO_0000188,BAO_0000219,cell-based format,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,Potential transcription error,"Values appear to be an order of magnitude different from previously reported, so units may be incorrect",CHEMBL1141242,Bioorg. Med. Chem. Lett.,2005.0,,CHEMBL135,ESTRADIOL,CHEMBL135,11.00,True,http://www.openphacts.org/units/Nanomolar,410323,=,1,True,=,,EC50,nM,,0.01,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,,,EC50,nM,UO_0000065,,0.01
,1661254,[],CHEMBL868725,Effect on ERalpha in MCF7 cell line transfected with ER responsive luciferase reporter,F,,,BAO_0000188,BAO_0000219,cell-based format,Cn1cccc1-c1nc2ccccc2n1-c1ccc(O)cc1,,,CHEMBL1141242,Bioorg. Med. Chem. Lett.,2005.0,,CHEMBL199599,,CHEMBL199599,,False,http://www.openphacts.org/units/Nanomolar,410327,>,1,True,>,,EC50,nM,,1000.0,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,,,EC50,nM,UO_0000065,,1000.0
,1661258,[],CHEMBL868725,Effect on ERalpha in MCF7 cell line transfected with ER responsive luciferase reporter,F,,,BAO_0000188,BAO_0000219,cell-based format,Oc1ccc(-c2[nH]c(C(F)(F)F)nc2-c2ccccc2)cc1,,,CHEMBL1141242,Bioorg. Med. Chem. Lett.,2005.0,,CHEMBL200799,,CHEMBL200799,6.61,False,http://www.openphacts.org/units/Nanomolar,410331,=,1,True,=,,EC50,nM,,243.0,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,,,EC50,nM,UO_0000065,,243.0
,1661262,[],CHEMBL868725,Effect on ERalpha in MCF7 cell line transfected with ER responsive luciferase reporter,F,,,BAO_0000188,BAO_0000219,cell-based format,Oc1ccc(-c2c(-c3ccccc3)[nH]c3ccccc23)cc1,,,CHEMBL1141242,Bioorg. Med. Chem. Lett.,2005.0,,CHEMBL371012,,CHEMBL371012,7.42,False,http://www.openphacts.org/units/Nanomolar,410334,=,1,True,=,,EC50,nM,,38.5,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,,,EC50,nM,UO_0000065,,38.5
,1680658,[],CHEMBL859110,Effect on transactivation of ALP gene expression in HEK293 cells transfected with hERalpha,F,,,BAO_0000188,BAO_0000219,cell-based format,C=C[C@]12CC[C@H](O)CC1=CCC1C2CC[C@@]2(C)C1CC[C@@H]2O,,,CHEMBL1149417,Bioorg. Med. Chem. Lett.,2006.0,,CHEMBL373019,,CHEMBL373019,6.01,False,http://www.openphacts.org/units/Nanomolar,425137,=,1,True,=,,EC50,nM,,982.0,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,,,EC50,nM,UO_0000065,,982.0
,1680734,[],CHEMBL859110,Effect on transactivation of ALP gene expression in HEK293 cells transfected with hERalpha,F,,,BAO_0000188,BAO_0000219,cell-based format,C[C@]12CCC3C(CC=C4C[C@@H](O)CC[C@@]43/C=C/F)C1CC[C@@H]2O,,,CHEMBL1149417,Bioorg. Med. Chem. Lett.,2006.0,,CHEMBL202400,,CHEMBL202400,6.49,False,http://www.openphacts.org/units/Nanomolar,425139,=,1,True,=,,EC50,nM,,324.0,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,,,EC50,nM,UO_0000065,,324.0
,1680735,[],CHEMBL859110,Effect on transactivation of ALP gene expression in HEK293 cells transfected with hERalpha,F,,,BAO_0000188,BAO_0000219,cell-based format,C[C@]12CCC3C(CC=C4C[C@@H](O)CC[C@@]43/C=C\F)C1CC[C@@H]2O,,,CHEMBL1149417,Bioorg. Med. Chem. Lett.,2006.0,,CHEMBL202007,,CHEMBL202007,6.21,False,http://www.openphacts.org/units/Nanomolar,425138,=,1,True,=,,EC50,nM,,622.0,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,,,EC50,nM,UO_0000065,,622.0
,1680736,[],CHEMBL859110,Effect on transactivation of ALP gene expression in HEK293 cells transfected with hERalpha,F,,,BAO_0000188,BAO_0000219,cell-based format,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,,,CHEMBL1149417,Bioorg. Med. Chem. Lett.,2006.0,,CHEMBL135,ESTRADIOL,CHEMBL135,9.12,True,http://www.openphacts.org/units/Nanomolar,425163,=,1,True,=,,EC50,nM,,0.75,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,,,EC50,nM,UO_0000065,,0.75
,1680737,[],CHEMBL859110,Effect on transactivation of ALP gene expression in HEK293 cells transfected with hERalpha,F,,,BAO_0000188,BAO_0000219,cell-based format,C=C[C@]12CCC(=O)C=C1CCC1C2CC[C@@]2(C)C1CC[C@@H]2O,,,CHEMBL1149417,Bioorg. Med. Chem. Lett.,2006.0,,CHEMBL203748,,CHEMBL203748,,False,http://www.openphacts.org/units/Nanomolar,425162,>,1,True,>,,EC50,nM,,1000.0,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,,,EC50,nM,UO_0000065,,1000.0
,1680738,[],CHEMBL859110,Effect on transactivation of ALP gene expression in HEK293 cells transfected with hERalpha,F,,,BAO_0000188,BAO_0000219,cell-based format,C#C[C@]1(O)CCC2C3CC=C4C[C@@H](O)CC[C@]4(C=C)C3CC[C@@]21C,,,CHEMBL1149417,Bioorg. Med. Chem. Lett.,2006.0,,CHEMBL381566,,CHEMBL381566,8.00,False,http://www.openphacts.org/units/Nanomolar,425160,=,1,True,=,,EC50,nM,,10.0,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,,,EC50,nM,UO_0000065,,10.0
,1680739,[],CHEMBL859110,Effect on transactivation of ALP gene expression in HEK293 cells transfected with hERalpha,F,,,BAO_0000188,BAO_0000219,cell-based format,C=C[C@]12CC[C@H](O)CC1=CCC1C2CC[C@@]2(C)C1CC[C@]2(C)O,,,CHEMBL1149417,Bioorg. Med. Chem. Lett.,2006.0,,CHEMBL204642,,CHEMBL204642,6.31,False,http://www.openphacts.org/units/Nanomolar,425159,=,1,True,=,,EC50,nM,,494.0,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,,,EC50,nM,UO_0000065,,494.0
,1680740,[],CHEMBL859110,Effect on transactivation of ALP gene expression in HEK293 cells transfected with hERalpha,F,,,BAO_0000188,BAO_0000219,cell-based format,C[C@]12CCC3C(CC=C4C[C@@H](O)CC[C@@]43C=O)C1CC[C@@H]2O,,,CHEMBL1149417,Bioorg. Med. Chem. Lett.,2006.0,,CHEMBL380978,,CHEMBL380978,6.07,False,http://www.openphacts.org/units/Nanomolar,425158,=,1,True,=,,EC50,nM,,844.0,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,,,EC50,nM,UO_0000065,,844.0
,1680741,[],CHEMBL859110,Effect on transactivation of ALP gene expression in HEK293 cells transfected with hERalpha,F,,,BAO_0000188,BAO_0000219,cell-based format,C[C@]12CCC3C(CC=C4C[C@@H](O)CC[C@@]43CO)C1CC[C@@H]2O,,,CHEMBL1149417,Bioorg. Med. Chem. Lett.,2006.0,,CHEMBL382632,,CHEMBL382632,,False,http://www.openphacts.org/units/Nanomolar,425157,>,1,True,>,,EC50,nM,,1000.0,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,,,EC50,nM,UO_0000065,,1000.0
,1680742,[],CHEMBL859110,Effect on transactivation of ALP gene expression in HEK293 cells transfected with hERalpha,F,,,BAO_0000188,BAO_0000219,cell-based format,C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,,,CHEMBL1149417,Bioorg. Med. Chem. Lett.,2006.0,,CHEMBL440283,ANDROSTENEDIOL,CHEMBL440283,7.58,True,http://www.openphacts.org/units/Nanomolar,425156,=,1,True,=,,EC50,nM,,26.0,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,,,EC50,nM,UO_0000065,,26.0
,1680743,[],CHEMBL859110,Effect on transactivation of ALP gene expression in HEK293 cells transfected with hERalpha,F,,,BAO_0000188,BAO_0000219,cell-based format,C#CC[C@]12CC[C@H](O)CC1=CCC1C2CC[C@@]2(C)C1CC[C@@H]2O,,,CHEMBL1149417,Bioorg. Med. Chem. Lett.,2006.0,,CHEMBL203561,,CHEMBL203561,6.01,False,http://www.openphacts.org/units/Nanomolar,425155,=,1,True,=,,EC50,nM,,984.0,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,,,EC50,nM,UO_0000065,,984.0
,1680744,[],CHEMBL859110,Effect on transactivation of ALP gene expression in HEK293 cells transfected with hERalpha,F,,,BAO_0000188,BAO_0000219,cell-based format,CC#C[C@]12CC[C@H](O)CC1=CCC1C2CC[C@@]2(C)C1CC[C@@H]2O,,,CHEMBL1149417,Bioorg. Med. Chem. Lett.,2006.0,,CHEMBL201809,,CHEMBL201809,6.00,False,http://www.openphacts.org/units/Nanomolar,425154,=,1,True,=,,EC50,nM,,1000.0,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,,,EC50,nM,UO_0000065,,1000.0
,1680745,[],CHEMBL859110,Effect on transactivation of ALP gene expression in HEK293 cells transfected with hERalpha,F,,,BAO_0000188,BAO_0000219,cell-based format,C#C[C@]12CC[C@H](O)CC1=CCC1C2CC[C@@]2(C)C1CC[C@@H]2O,,,CHEMBL1149417,Bioorg. Med. Chem. Lett.,2006.0,,CHEMBL437065,,CHEMBL437065,6.80,False,http://www.openphacts.org/units/Nanomolar,425153,=,1,True,=,,EC50,nM,,160.0,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,,,EC50,nM,UO_0000065,,160.0
,1680747,[],CHEMBL859110,Effect on transactivation of ALP gene expression in HEK293 cells transfected with hERalpha,F,,,BAO_0000188,BAO_0000219,cell-based format,C=CC[C@]12CC[C@H](O)CC1=CCC1C2CC[C@@]2(C)C1CC[C@@H]2O,,,CHEMBL1149417,Bioorg. Med. Chem. Lett.,2006.0,,CHEMBL369979,,CHEMBL369979,6.00,False,http://www.openphacts.org/units/Nanomolar,425150,=,1,True,=,,EC50,nM,,1000.0,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,,,EC50,nM,UO_0000065,,1000.0
,1680748,[],CHEMBL859110,Effect on transactivation of ALP gene expression in HEK293 cells transfected with hERalpha,F,,,BAO_0000188,BAO_0000219,cell-based format,C[C@]12CCC3C(CC=C4C[C@@H](O)CC[C@@]43CC=O)C1CC[C@@H]2O,,,CHEMBL1149417,Bioorg. Med. Chem. Lett.,2006.0,,CHEMBL201364,,CHEMBL201364,,False,http://www.openphacts.org/units/Nanomolar,425149,>,1,True,>,,EC50,nM,,1000.0,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,,,EC50,nM,UO_0000065,,1000.0
,1680749,[],CHEMBL859110,Effect on transactivation of ALP gene expression in HEK293 cells transfected with hERalpha,F,,,BAO_0000188,BAO_0000219,cell-based format,CC/C=C\[C@]12CC[C@H](O)CC1=CCC1C3CC[C@H](O)[C@@]3(C)CCC12,,,CHEMBL1149417,Bioorg. Med. Chem. Lett.,2006.0,,CHEMBL369991,,CHEMBL369991,6.14,False,http://www.openphacts.org/units/Nanomolar,425148,=,1,True,=,,EC50,nM,,719.0,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,,,EC50,nM,UO_0000065,,719.0
,1680750,[],CHEMBL859110,Effect on transactivation of ALP gene expression in HEK293 cells transfected with hERalpha,F,,,BAO_0000188,BAO_0000219,cell-based format,C/C=C/[C@]12CC[C@H](O)CC1=CCC1C3CC[C@H](O)[C@@]3(C)CCC12,,,CHEMBL1149417,Bioorg. Med. Chem. Lett.,2006.0,,CHEMBL202415,,CHEMBL202415,7.33,False,http://www.openphacts.org/units/Nanomolar,425147,=,1,True,=,,EC50,nM,,47.0,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,,,EC50,nM,UO_0000065,,47.0
,1680751,[],CHEMBL859110,Effect on transactivation of ALP gene expression in HEK293 cells transfected with hERalpha,F,,,BAO_0000188,BAO_0000219,cell-based format,C/C=C\[C@]12CC[C@H](O)CC1=CCC1C3CC[C@H](O)[C@@]3(C)CCC12,,,CHEMBL1149417,Bioorg. Med. Chem. Lett.,2006.0,,CHEMBL383253,,CHEMBL383253,6.46,False,http://www.openphacts.org/units/Nanomolar,425146,=,1,True,=,,EC50,nM,,344.0,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,,,EC50,nM,UO_0000065,,344.0
,1680752,[],CHEMBL859110,Effect on transactivation of ALP gene expression in HEK293 cells transfected with hERalpha,F,,,BAO_0000188,BAO_0000219,cell-based format,CO/C=C/[C@]12CC[C@H](O)CC1=CCC1C3CC[C@H](O)[C@@]3(C)CCC12,,,CHEMBL1149417,Bioorg. Med. Chem. Lett.,2006.0,,CHEMBL204389,,CHEMBL204389,6.23,False,http://www.openphacts.org/units/Nanomolar,425145,=,1,True,=,,EC50,nM,,583.0,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,,,EC50,nM,UO_0000065,,583.0
,1680753,[],CHEMBL859110,Effect on transactivation of ALP gene expression in HEK293 cells transfected with hERalpha,F,,,BAO_0000188,BAO_0000219,cell-based format,CO/C=C\[C@]12CC[C@H](O)CC1=CCC1C3CC[C@H](O)[C@@]3(C)CCC12,,,CHEMBL1149417,Bioorg. Med. Chem. Lett.,2006.0,,CHEMBL380876,,CHEMBL380876,5.49,False,http://www.openphacts.org/units/Nanomolar,425144,=,1,True,=,,EC50,nM,,3237.0,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,,,EC50,nM,UO_0000065,,3237.0
,1680754,[],CHEMBL859110,Effect on transactivation of ALP gene expression in HEK293 cells transfected with hERalpha,F,,,BAO_0000188,BAO_0000219,cell-based format,C[C@]12CCC3C(CC=C4C[C@@H](O)CC[C@@]43/C=C/Br)C1CC[C@@H]2O,,,CHEMBL1149417,Bioorg. Med. Chem. Lett.,2006.0,,CHEMBL204317,,CHEMBL204317,,False,http://www.openphacts.org/units/Nanomolar,425143,>,1,True,>,,EC50,nM,,1000.0,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,,,EC50,nM,UO_0000065,,1000.0
,1680755,[],CHEMBL859110,Effect on transactivation of ALP gene expression in HEK293 cells transfected with hERalpha,F,,,BAO_0000188,BAO_0000219,cell-based format,C[C@]12CCC3C(CC=C4C[C@@H](O)CC[C@@]43/C=C\Br)C1CC[C@@H]2O,,,CHEMBL1149417,Bioorg. Med. Chem. Lett.,2006.0,,CHEMBL379441,,CHEMBL379441,,False,http://www.openphacts.org/units/Nanomolar,425142,>,1,True,>,,EC50,nM,,1000.0,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,,,EC50,nM,UO_0000065,,1000.0
,1680756,[],CHEMBL859110,Effect on transactivation of ALP gene expression in HEK293 cells transfected with hERalpha,F,,,BAO_0000188,BAO_0000219,cell-based format,C[C@]12CCC3C(CC=C4C[C@@H](O)CC[C@@]43/C=C/Cl)C1CC[C@@H]2O,,,CHEMBL1149417,Bioorg. Med. Chem. Lett.,2006.0,,CHEMBL370236,,CHEMBL370236,6.22,False,http://www.openphacts.org/units/Nanomolar,425141,=,1,True,=,,EC50,nM,,603.0,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,,,EC50,nM,UO_0000065,,603.0
,1680757,[],CHEMBL859110,Effect on transactivation of ALP gene expression in HEK293 cells transfected with hERalpha,F,,,BAO_0000188,BAO_0000219,cell-based format,C[C@]12CCC3C(CC=C4C[C@@H](O)CC[C@@]43/C=C\Cl)C1CC[C@@H]2O,,,CHEMBL1149417,Bioorg. Med. Chem. Lett.,2006.0,,CHEMBL201569,,CHEMBL201569,,False,http://www.openphacts.org/units/Nanomolar,425140,>,1,True,>,,EC50,nM,,1000.0,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,,,EC50,nM,UO_0000065,,1000.0
,1681710,[],CHEMBL864088,Effect on binding to ER in Ad5-wt-ER-infected HAECT1 cells by creatine kinase expression,F,,,BAO_0000188,BAO_0000219,cell-based format,CCN(c1ccccc1)S(=O)(=O)c1ccc(O)cc1,,,CHEMBL1149456,Bioorg. Med. Chem. Lett.,2006.0,,CHEMBL379234,,CHEMBL379234,5.80,False,http://www.openphacts.org/units/Nanomolar,427312,=,1,True,=,,EC50,nM,,1600.0,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,,,EC50,nM,UO_0000065,,1600.0
,1681784,[],CHEMBL864088,Effect on binding to ER in Ad5-wt-ER-infected HAECT1 cells by creatine kinase expression,F,,,BAO_0000188,BAO_0000219,cell-based format,CCN(c1ccccc1Br)S(=O)(=O)c1ccc(O)cc1,,,CHEMBL1149456,Bioorg. Med. Chem. Lett.,2006.0,,CHEMBL202248,,CHEMBL202248,6.42,False,http://www.openphacts.org/units/Nanomolar,427330,=,1,True,=,,EC50,nM,,378.0,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,,,EC50,nM,UO_0000065,,378.0
,1681785,[],CHEMBL864088,Effect on binding to ER in Ad5-wt-ER-infected HAECT1 cells by creatine kinase expression,F,,,BAO_0000188,BAO_0000219,cell-based format,CCCN(c1ccccc1)S(=O)(=O)c1ccc(O)cc1,,,CHEMBL1149456,Bioorg. Med. Chem. Lett.,2006.0,,CHEMBL205070,,CHEMBL205070,5.84,False,http://www.openphacts.org/units/Nanomolar,427317,=,1,True,=,,EC50,nM,,1430.0,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,,,EC50,nM,UO_0000065,,1430.0
,1681786,[],CHEMBL864088,Effect on binding to ER in Ad5-wt-ER-infected HAECT1 cells by creatine kinase expression,F,,,BAO_0000188,BAO_0000219,cell-based format,CCN(c1ccccc1)S(=O)(=O)c1ccc(O)c(C)c1,,,CHEMBL1149456,Bioorg. Med. Chem. Lett.,2006.0,,CHEMBL202691,,CHEMBL202691,5.67,False,http://www.openphacts.org/units/Nanomolar,427314,=,1,True,=,,EC50,nM,,2135.0,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,,,EC50,nM,UO_0000065,,2135.0
,1681787,[],CHEMBL864088,Effect on binding to ER in Ad5-wt-ER-infected HAECT1 cells by creatine kinase expression,F,,,BAO_0000188,BAO_0000219,cell-based format,CC(C)N(c1ccccc1)S(=O)(=O)c1ccc(O)cc1,,,CHEMBL1149456,Bioorg. Med. Chem. Lett.,2006.0,,CHEMBL204664,,CHEMBL204664,5.70,False,http://www.openphacts.org/units/Nanomolar,427318,=,1,True,=,,EC50,nM,,1985.0,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,,,EC50,nM,UO_0000065,,1985.0
,1681788,[],CHEMBL864088,Effect on binding to ER in Ad5-wt-ER-infected HAECT1 cells by creatine kinase expression,F,,,BAO_0000188,BAO_0000219,cell-based format,CCN(c1cccc(OC)c1)S(=O)(=O)c1ccc(O)cc1,,,CHEMBL1149456,Bioorg. Med. Chem. Lett.,2006.0,,CHEMBL202499,,CHEMBL202499,6.08,False,http://www.openphacts.org/units/Nanomolar,427328,=,1,True,=,,EC50,nM,,830.0,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,,,EC50,nM,UO_0000065,,830.0
,1681789,[],CHEMBL864088,Effect on binding to ER in Ad5-wt-ER-infected HAECT1 cells by creatine kinase expression,F,,,BAO_0000188,BAO_0000219,cell-based format,CCN(c1ccccc1OC)S(=O)(=O)c1ccc(O)cc1,,,CHEMBL1149456,Bioorg. Med. Chem. Lett.,2006.0,,CHEMBL425399,,CHEMBL425399,5.66,False,http://www.openphacts.org/units/Nanomolar,427327,=,1,True,=,,EC50,nM,,2171.0,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,,,EC50,nM,UO_0000065,,2171.0
,1681790,[],CHEMBL864088,Effect on binding to ER in Ad5-wt-ER-infected HAECT1 cells by creatine kinase expression,F,,,BAO_0000188,BAO_0000219,cell-based format,CC(C)(C)CN(c1ccccc1)S(=O)(=O)c1ccc(O)cc1,,,CHEMBL1149456,Bioorg. Med. Chem. Lett.,2006.0,,CHEMBL203515,,CHEMBL203515,,False,http://www.openphacts.org/units/Nanomolar,427324,>,1,True,>,,EC50,nM,,2500.0,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,,,EC50,nM,UO_0000065,,2500.0
,1681791,[],CHEMBL864088,Effect on binding to ER in Ad5-wt-ER-infected HAECT1 cells by creatine kinase expression,F,,,BAO_0000188,BAO_0000219,cell-based format,O=S(=O)(c1ccc(O)cc1)N(Cc1ccccc1)c1ccccc1,,,CHEMBL1149456,Bioorg. Med. Chem. Lett.,2006.0,,CHEMBL203860,,CHEMBL203860,6.62,False,http://www.openphacts.org/units/Nanomolar,427323,=,1,True,=,,EC50,nM,,242.0,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,,,EC50,nM,UO_0000065,,242.0
,1681792,[],CHEMBL864088,Effect on binding to ER in Ad5-wt-ER-infected HAECT1 cells by creatine kinase expression,F,,,BAO_0000188,BAO_0000219,cell-based format,O=S(=O)(c1ccc(O)cc1)N(c1ccccc1)C1CCCCC1,,,CHEMBL1149456,Bioorg. Med. Chem. Lett.,2006.0,,CHEMBL382873,,CHEMBL382873,6.27,False,http://www.openphacts.org/units/Nanomolar,427322,=,1,True,=,,EC50,nM,,534.0,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,,,EC50,nM,UO_0000065,,534.0
,1681793,[],CHEMBL864088,Effect on binding to ER in Ad5-wt-ER-infected HAECT1 cells by creatine kinase expression,F,,,BAO_0000188,BAO_0000219,cell-based format,O=S(=O)(c1ccc(O)cc1)N(c1ccccc1)c1ccccc1,,,CHEMBL1149456,Bioorg. Med. Chem. Lett.,2006.0,,CHEMBL203061,,CHEMBL203061,5.81,False,http://www.openphacts.org/units/Nanomolar,427321,=,1,True,=,,EC50,nM,,1543.0,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,,,EC50,nM,UO_0000065,,1543.0
,1681794,[],CHEMBL864088,Effect on binding to ER in Ad5-wt-ER-infected HAECT1 cells by creatine kinase expression,F,,,BAO_0000188,BAO_0000219,cell-based format,CCCCN(c1ccccc1)S(=O)(=O)c1ccc(O)cc1,,,CHEMBL1149456,Bioorg. Med. Chem. Lett.,2006.0,,CHEMBL203810,,CHEMBL203810,6.15,False,http://www.openphacts.org/units/Nanomolar,427320,=,1,True,=,,EC50,nM,,705.0,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,,,EC50,nM,UO_0000065,,705.0
,1681795,[],CHEMBL864088,Effect on binding to ER in Ad5-wt-ER-infected HAECT1 cells by creatine kinase expression,F,,,BAO_0000188,BAO_0000219,cell-based format,C=CCN(c1ccccc1)S(=O)(=O)c1ccc(O)cc1,,,CHEMBL1149456,Bioorg. Med. Chem. Lett.,2006.0,,CHEMBL426849,,CHEMBL426849,6.22,False,http://www.openphacts.org/units/Nanomolar,427319,=,1,True,=,,EC50,nM,,599.0,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,,,EC50,nM,UO_0000065,,599.0
,1681796,[],CHEMBL864088,Effect on binding to ER in Ad5-wt-ER-infected HAECT1 cells by creatine kinase expression,F,,,BAO_0000188,BAO_0000219,cell-based format,CCN(c1ccc(O)cc1)S(=O)(=O)c1ccc(O)cc1,,,CHEMBL1149456,Bioorg. Med. Chem. Lett.,2006.0,,CHEMBL203402,,CHEMBL203402,5.86,False,http://www.openphacts.org/units/Nanomolar,427315,=,1,True,=,,EC50,nM,,1391.0,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,,,EC50,nM,UO_0000065,,1391.0
,1681797,[],CHEMBL864088,Effect on binding to ER in Ad5-wt-ER-infected HAECT1 cells by creatine kinase expression,F,,,BAO_0000188,BAO_0000219,cell-based format,CCCN(c1ccccc1Br)S(=O)(=O)c1ccc(O)c(C)c1,,,CHEMBL1149456,Bioorg. Med. Chem. Lett.,2006.0,,CHEMBL202155,,CHEMBL202155,6.32,False,http://www.openphacts.org/units/Nanomolar,427331,=,1,True,=,,EC50,nM,,480.0,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,,,EC50,nM,UO_0000065,,480.0
,1681798,[],CHEMBL864088,Effect on binding to ER in Ad5-wt-ER-infected HAECT1 cells by creatine kinase expression,F,,,BAO_0000188,BAO_0000219,cell-based format,CCCN(c1ccccc1-c1ccccc1)S(=O)(=O)c1ccc(O)c(C)c1,,,CHEMBL1149456,Bioorg. Med. Chem. Lett.,2006.0,,CHEMBL204434,,CHEMBL204434,,False,http://www.openphacts.org/units/Nanomolar,427339,>,1,True,>,,EC50,nM,,2889.0,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,,,EC50,nM,UO_0000065,,2889.0
,1681799,[],CHEMBL864088,Effect on binding to ER in Ad5-wt-ER-infected HAECT1 cells by creatine kinase expression,F,,,BAO_0000188,BAO_0000219,cell-based format,CCCN(c1ccccc1C(F)(F)F)S(=O)(=O)c1ccc(O)cc1,,,CHEMBL1149456,Bioorg. Med. Chem. Lett.,2006.0,,CHEMBL382598,,CHEMBL382598,6.61,False,http://www.openphacts.org/units/Nanomolar,427338,=,1,True,=,,EC50,nM,,243.0,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,,,EC50,nM,UO_0000065,,243.0
,1681800,[],CHEMBL864088,Effect on binding to ER in Ad5-wt-ER-infected HAECT1 cells by creatine kinase expression,F,,,BAO_0000188,BAO_0000219,cell-based format,CCCN(c1ccccc1Cl)S(=O)(=O)c1ccc(O)c(C)c1,,,CHEMBL1149456,Bioorg. Med. Chem. Lett.,2006.0,,CHEMBL204185,,CHEMBL204185,6.19,False,http://www.openphacts.org/units/Nanomolar,427337,=,1,True,=,,EC50,nM,,650.0,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,,,EC50,nM,UO_0000065,,650.0
,1681801,[],CHEMBL864088,Effect on binding to ER in Ad5-wt-ER-infected HAECT1 cells by creatine kinase expression,F,,,BAO_0000188,BAO_0000219,cell-based format,CCCN(c1ccccc1F)S(=O)(=O)c1ccc(O)cc1,,,CHEMBL1149456,Bioorg. Med. Chem. Lett.,2006.0,,CHEMBL203565,,CHEMBL203565,6.79,False,http://www.openphacts.org/units/Nanomolar,427335,=,1,True,=,,EC50,nM,,161.0,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,,,EC50,nM,UO_0000065,,161.0
